loan_id,loan_type,borrower_segment,sector,bureau_score,loan_amount,tenure_months,interest_rate,emi_to_income_ratio,collateral_coverage_ratio,utilization_ratio,dpd_last_3m,dpd_last_12m_max,num_restructures,existing_npa_flag,sector_stress_index,gst_filing_delay_days,turnover_decline_pct_yoy,vintage_months,news_headline_text,news_sentiment_score,txn_narration_sample,gst_remark_text,true_pd_12m,default_12m
L109405,MSME,Business-Owner,Trading,618.0,641718.0,105,15.32,0.139,1.319,0.764,11,14,1,0,0.439,1.5,4.83,123,files regular GST returns on schedule,0.077,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1161,0
L109406,Retail-Auto,Self-Employed,Hospitality,698.0,1423354.0,179,7.78,0.096,1.108,0.593,0,4,1,0,0.487,2.6,0.28,157,reports record quarterly revenue growth,0.685,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.0764,0
L109407,Retail-Personal,Salaried,IT/ITES,778.0,517169.0,93,8.87,0.391,0.648,0.995,0,3,0,0,0.431,6.1,-3.49,35,continues routine operations this quarter,0.027,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0583,0
L109408,MSME,Business-Owner,Hospitality,752.0,475317.0,148,15.66,0.243,1.283,0.542,1,5,0,0,0.276,2.6,-3.68,177,sees promoter stake pledge increase sharply,-0.398,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0461,0
L109409,MSME,Business-Owner,Construction,655.0,559519.0,175,16.08,0.201,1.023,0.614,1,8,0,0,0.652,6.6,-11.24,91,files regular GST returns on schedule,-0.002,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1201,0
L109410,Retail-Home,Salaried,Real Estate,619.0,56570.0,35,13.89,0.447,0.247,0.434,6,11,1,0,0.374,7.5,7.44,15,under scrutiny after key client contract termination,-0.898,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.7402,1
L109411,Retail-Home,Salaried,Agriculture,664.0,519756.0,118,13.92,0.364,0.984,0.388,0,3,0,0,0.244,8.6,13.75,158,files regular GST returns on schedule,-0.179,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1599,0
L109412,Retail-Home,Salaried,Construction,592.0,990042.0,70,10.21,0.501,1.226,0.532,7,8,1,0,0.599,0.7,20.22,101,hit by raw material cost spike and margin pressure,-0.685,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.6614,1
L109413,Agri,Agri-Borrower,Construction,490.0,420731.0,185,16.65,0.46,1.126,0.848,7,11,0,0,0.267,1.1,-7.88,109,upgraded by rating agency on strong fundamentals,0.347,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.186,0
L109414,Corporate,Corporate-Entity,Hospitality,541.0,1522495.0,41,9.31,0.169,0.443,0.432,5,9,1,0,0.36,8.5,-8.01,79,reports order book decline for third straight quarter,-0.552,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.6312,1
L109415,MSME,Business-Owner,Agriculture,804.0,1579430.0,83,6.67,0.098,0.536,0.428,2,4,0,0,0.439,17.7,-11.17,49,continues routine operations this quarter,0.081,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0353,0
L109416,Retail-Auto,Self-Employed,Agriculture,847.0,254158.0,153,13.9,0.518,1.741,0.193,2,5,0,0,0.415,2.2,19.18,32,hit by raw material cost spike and margin pressure,-0.751,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0747,1
L109417,MSME,Business-Owner,IT/ITES,748.0,719253.0,135,9.75,0.331,0.552,1.169,0,1,0,0,0.275,2.0,6.91,3,files regular GST returns on schedule,0.063,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0435,0
L109418,MSME,Business-Owner,Textiles,675.0,463718.0,20,7.6,0.802,0.937,0.401,1,3,0,0,0.328,12.0,6.33,77,sees promoter stake pledge increase sharply,-0.428,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.4088,0
L109419,Agri,Agri-Borrower,Textiles,555.0,50000.0,218,14.13,0.495,0.0,0.192,7,13,1,0,0.402,5.1,5.85,154,sees promoter stake pledge increase sharply,-0.447,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.6026,0
L109420,Retail-Personal,Salaried,Construction,665.0,360085.0,29,6.02,0.556,1.439,0.594,0,2,0,0,0.512,4.3,3.26,17,hit by raw material cost spike and margin pressure,-0.413,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.1972,0
L109421,Retail-Personal,Salaried,Trading,735.0,142345.0,111,12.86,0.208,1.231,0.611,2,7,0,0,0.862,0.2,0.58,159,reports record quarterly revenue growth,0.76,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0049,0
L109422,MSME,Business-Owner,Hospitality,755.0,512670.0,25,10.16,0.337,1.606,0.747,1,3,0,0,0.097,0.3,7.15,78,flags working capital stress in latest filing,-0.872,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0393,0
L109423,Retail-Personal,Salaried,Agriculture,742.0,937550.0,143,16.3,0.471,0.494,0.597,1,5,0,0,0.712,4.6,15.05,159,reports record quarterly revenue growth,0.705,GST PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0844,0
L109424,MSME,Business-Owner,Hospitality,789.0,348230.0,92,12.87,0.337,1.403,0.111,0,1,0,0,0.331,6.3,-0.94,9,continues routine operations this quarter,0.108,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0296,0
L109425,Corporate,Corporate-Entity,Agriculture,855.0,164384.0,164,14.72,0.358,0.499,0.359,2,6,0,0,0.133,1.4,13.19,126,faces liquidity crunch amid delayed receivables,-0.644,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.1071,1
L109426,Retail-Personal,Salaried,Textiles,644.0,572268.0,154,8.25,0.387,1.535,0.816,1,3,0,0,0.544,1.5,7.64,169,renews existing supplier agreements,0.179,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1969,0
L109427,Retail-Auto,Self-Employed,Textiles,900.0,6504963.0,220,6.42,0.241,0.0,0.782,0,3,0,0,0.437,18.1,5.65,158,secures fresh equity investment round,0.375,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0544,0
L109428,MSME,Business-Owner,Hospitality,498.0,50000.0,22,10.41,0.217,1.332,0.656,8,11,1,0,0.433,6.2,18.63,55,hit by raw material cost spike and margin pressure,-0.895,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.8687,1
L109429,Corporate,Corporate-Entity,Trading,610.0,571538.0,157,13.34,0.323,0.93,0.918,6,6,0,0,0.23,11.0,32.51,60,secures fresh equity investment round,0.58,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0334,0
L109430,Retail-Auto,Self-Employed,Textiles,698.0,243248.0,89,11.71,0.288,1.188,0.491,1,3,0,0,0.463,0.6,14.9,63,files regular GST returns on schedule,-0.079,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1322,0
L109431,Retail-Personal,Salaried,Trading,729.0,276872.0,151,14.95,0.218,1.141,0.839,2,4,0,0,0.473,3.4,-1.12,164,faces liquidity crunch amid delayed receivables,-0.657,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1152,0
L109432,MSME,Business-Owner,Real Estate,664.0,394290.0,231,13.14,0.331,1.098,0.44,1,5,0,0,0.205,3.8,3.89,137,files regular GST returns on schedule,-0.168,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0921,1
L109433,Retail-Auto,Self-Employed,Textiles,635.0,303015.0,202,8.35,0.154,1.888,0.983,2,5,0,0,0.325,4.2,16.54,59,files regular GST returns on schedule,0.097,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0554,0
L109434,MSME,Business-Owner,Hospitality,878.0,857678.0,233,12.89,0.464,1.652,0.422,2,9,0,0,0.535,7.9,-2.56,44,renews existing supplier agreements,0.135,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0098,0
L109435,MSME,Business-Owner,Services,631.0,339093.0,238,12.02,0.438,1.149,0.258,0,4,0,0,0.484,4.9,-0.77,174,flags working capital stress in latest filing,-0.525,MINIMUM BALANCE PENALTY,DELAYED FILING - MISMATCH IN ITC CLAIM,0.4458,0
L109436,Retail-Home,Salaried,Trading,588.0,50000.0,189,15.31,0.453,1.003,0.248,4,7,2,0,0.0,16.2,-9.89,179,continues routine operations this quarter,0.004,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.6283,1
L109437,MSME,Business-Owner,IT/ITES,832.0,1807827.0,216,8.72,0.224,1.513,0.897,0,3,0,0,0.356,2.0,-2.88,179,renews existing supplier agreements,-0.213,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.0114,0
L109438,MSME,Business-Owner,Trading,756.0,1532186.0,168,9.51,0.205,1.542,0.925,3,6,0,0,0.442,9.4,11.47,51,renews existing supplier agreements,0.283,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0097,0
L109439,Retail-Personal,Salaried,Construction,779.0,226969.0,40,12.69,0.548,0.967,0.315,0,4,0,0,0.196,3.3,-18.43,46,wins large government infrastructure contract,0.617,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0304,0
L109440,MSME,Business-Owner,Construction,698.0,467310.0,215,15.74,0.321,0.947,0.38,2,6,1,0,0.293,7.0,14.51,21,upgraded by rating agency on strong fundamentals,0.791,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0711,0
L109441,Agri,Agri-Borrower,Services,556.0,1688495.0,166,10.9,0.436,0.539,0.0,5,5,1,0,0.352,5.1,15.03,144,continues routine operations this quarter,0.112,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.3798,1
L109442,MSME,Business-Owner,Trading,688.0,1378464.0,209,13.29,0.177,1.049,0.239,1,6,1,0,0.814,0.9,21.88,172,sees promoter stake pledge increase sharply,-0.68,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.5726,0
L109443,Retail-Home,Salaried,IT/ITES,544.0,1969137.0,86,11.61,0.307,1.012,0.48,9,11,2,0,0.0,4.7,14.5,90,continues routine operations this quarter,-0.032,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.5698,1
L109444,MSME,Business-Owner,Healthcare,702.0,667921.0,145,11.37,0.529,1.317,0.478,0,1,1,0,0.533,6.3,5.75,7,renews existing supplier agreements,0.145,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.1948,0
L109445,Retail-Home,Salaried,Construction,739.0,1031461.0,106,14.96,0.37,1.648,0.024,0,2,0,1,0.733,19.3,-18.1,91,files regular GST returns on schedule,-0.055,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.2619,0
L109446,MSME,Business-Owner,Services,777.0,2083678.0,14,11.83,0.313,1.418,0.181,1,1,1,0,0.283,1.8,-16.95,38,expands operations with new manufacturing unit,0.604,PENALTY CHARGE LATE EMI,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0283,0
L109447,MSME,Business-Owner,Trading,672.0,303272.0,159,10.17,0.435,1.346,1.013,0,7,0,0,0.491,4.3,-0.21,102,files regular GST returns on schedule,0.209,MINIMUM BALANCE PENALTY,DELAYED FILING - MISMATCH IN ITC CLAIM,0.104,0
L109448,Retail-Home,Salaried,IT/ITES,747.0,718330.0,81,9.99,0.397,0.833,0.836,1,5,0,0,0.796,7.2,-14.14,28,continues routine operations this quarter,0.045,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.3669,0
L109449,Retail-Home,Salaried,Real Estate,599.0,50000.0,45,10.58,0.663,0.761,0.583,8,12,0,0,0.106,10.6,12.68,157,continues routine operations this quarter,0.003,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.3463,0
L109450,Agri,Agri-Borrower,Textiles,767.0,77822.0,60,9.42,0.356,1.223,0.591,0,3,0,0,0.438,6.2,8.36,134,upgraded by rating agency on strong fundamentals,0.687,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0104,0
L109451,Retail-Home,Salaried,Agriculture,741.0,766800.0,169,10.79,0.447,1.156,0.551,1,4,1,0,0.249,21.0,5.38,19,flags working capital stress in latest filing,-0.505,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0506,0
L109452,Corporate,Corporate-Entity,IT/ITES,608.0,907029.0,174,11.68,0.33,1.204,0.519,6,10,0,0,0.133,1.1,1.59,154,flags working capital stress in latest filing,-0.499,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.3057,1
L109453,MSME,Business-Owner,Hospitality,728.0,288944.0,78,12.36,0.202,0.53,0.553,1,3,0,0,0.304,2.3,24.04,80,reports record quarterly revenue growth,0.557,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0584,0
L109454,MSME,Business-Owner,Hospitality,778.0,227055.0,89,8.54,0.413,0.528,0.157,1,8,1,0,0.006,21.0,11.98,176,sees promoter stake pledge increase sharply,-0.55,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1978,0
L109455,Retail-Personal,Salaried,Trading,687.0,299202.0,198,10.24,0.13,0.716,0.486,1,1,0,0,0.621,1.9,1.93,167,reports order book decline for third straight quarter,-0.089,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0848,0
L109456,Retail-Personal,Salaried,Agriculture,606.0,546373.0,120,10.39,0.498,1.207,0.044,4,9,0,0,0.28,1.2,-7.27,123,under scrutiny after key client contract termination,-0.565,GST PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.3417,0
L109457,Retail-Personal,Salaried,Real Estate,696.0,50000.0,96,9.21,0.152,0.92,0.498,0,3,0,0,0.564,0.8,-15.03,120,files regular GST returns on schedule,0.026,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0433,0
L109458,MSME,Business-Owner,IT/ITES,730.0,738355.0,206,9.76,0.217,1.532,0.654,1,10,0,0,0.069,1.5,6.19,129,reports order book decline for third straight quarter,-0.593,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0886,0
L109459,Agri,Agri-Borrower,Real Estate,605.0,458469.0,23,14.2,0.205,0.511,0.408,4,5,0,0,0.453,1.3,17.1,50,upgraded by rating agency on strong fundamentals,0.568,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.1294,0
L109460,Corporate,Corporate-Entity,Hospitality,589.0,580806.0,166,15.59,0.443,0.517,0.613,5,7,1,0,0.0,0.5,10.15,12,renews existing supplier agreements,-0.027,OD LIMIT BREACH,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2163,0
L109461,Retail-Personal,Salaried,Trading,727.0,386118.0,148,10.56,0.182,0.827,0.523,2,5,0,0,0.9,3.0,-9.63,87,continues routine operations this quarter,0.222,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0595,0
L109462,Retail-Home,Salaried,IT/ITES,754.0,96626.0,102,9.37,0.426,0.693,0.661,2,4,0,0,0.488,6.8,43.06,74,faces liquidity crunch amid delayed receivables,-0.4,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.2991,0
L109463,Retail-Personal,Salaried,Textiles,873.0,132189.0,182,11.26,0.249,0.585,0.638,1,6,0,0,0.418,2.4,-11.17,106,renews existing supplier agreements,0.027,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0167,0
L109464,Agri,Agri-Borrower,Services,740.0,2363926.0,75,11.75,0.332,0.94,0.336,2,4,0,0,0.208,3.1,13.33,3,reports order book decline for third straight quarter,-0.747,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.1979,0
L109465,Retail-Home,Salaried,IT/ITES,571.0,218188.0,152,13.58,0.269,0.954,0.193,7,10,0,0,0.273,0.9,24.06,7,upgraded by rating agency on strong fundamentals,0.411,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0653,0
L109466,Retail-Personal,Salaried,Trading,864.0,1075823.0,70,10.31,0.699,0.402,0.212,1,4,0,0,0.455,3.4,9.8,19,renews existing supplier agreements,0.001,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0346,0
L109467,MSME,Business-Owner,Agriculture,775.0,134511.0,189,9.87,0.1,0.668,0.321,1,2,0,0,0.452,7.5,-20.01,122,sees promoter stake pledge increase sharply,-0.306,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.027,0
L109468,MSME,Business-Owner,Agriculture,500.0,435175.0,107,18.85,0.423,1.192,0.751,4,8,0,0,0.495,4.8,3.49,36,hit by raw material cost spike and margin pressure,-0.8,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.5375,0
L109469,Retail-Home,Salaried,Construction,587.0,272460.0,195,7.62,0.349,0.796,0.73,5,10,2,0,0.536,4.2,13.15,163,files regular GST returns on schedule,0.001,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.4729,0
L109470,MSME,Business-Owner,IT/ITES,636.0,322466.0,144,14.2,0.233,0.575,0.431,3,6,0,0,0.292,6.0,0.5,110,files regular GST returns on schedule,-0.061,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1069,0
L109471,Retail-Personal,Salaried,Hospitality,755.0,304369.0,21,15.97,0.409,0.759,0.476,1,5,1,0,0.54,8.9,-12.99,68,renews existing supplier agreements,-0.131,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.2456,1
L109472,Retail-Personal,Salaried,Hospitality,466.0,2165829.0,152,10.74,0.206,0.413,0.216,2,6,0,0,0.492,0.3,-10.15,37,sees promoter stake pledge increase sharply,-0.997,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.755,1
L109473,Retail-Personal,Salaried,Healthcare,669.0,3686673.0,12,12.82,0.189,1.615,0.232,1,5,0,0,0.292,2.3,13.94,57,faces liquidity crunch amid delayed receivables,-0.795,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1137,0
L109474,Retail-Auto,Self-Employed,Construction,750.0,574579.0,179,6.47,0.178,1.256,0.653,1,6,0,0,0.113,2.7,8.42,18,renews existing supplier agreements,0.048,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0194,0
L109475,Agri,Agri-Borrower,Hospitality,425.0,280978.0,63,11.57,0.362,1.884,0.442,3,6,1,0,0.24,0.1,6.73,31,sees promoter stake pledge increase sharply,-0.586,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.519,1
L109476,MSME,Business-Owner,Hospitality,747.0,102524.0,235,14.98,0.26,0.941,0.466,0,2,0,0,0.545,5.7,6.67,98,faces liquidity crunch amid delayed receivables,-0.672,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0783,0
L109477,MSME,Business-Owner,Real Estate,758.0,95047.0,63,11.86,0.22,0.761,0.716,3,7,0,1,0.615,4.8,-4.77,68,hit by raw material cost spike and margin pressure,-0.801,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.8696,1
L109478,Retail-Home,Salaried,Real Estate,604.0,2178816.0,115,11.61,0.401,0.556,0.66,3,6,0,0,0.57,4.1,18.21,12,files regular GST returns on schedule,0.026,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1704,0
L109479,MSME,Business-Owner,Real Estate,576.0,87952.0,140,16.7,0.512,1.083,0.492,9,10,1,0,0.243,4.5,17.16,91,under scrutiny after key client contract termination,-0.435,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.7937,1
L109480,Agri,Agri-Borrower,Healthcare,602.0,272564.0,44,13.96,0.137,0.721,0.847,8,13,0,0,0.465,0.9,-2.51,69,files regular GST returns on schedule,0.048,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1073,0
L109481,Retail-Home,Salaried,Healthcare,440.0,524834.0,64,13.62,0.4,0.516,0.416,5,6,1,0,0.531,8.2,8.76,153,files regular GST returns on schedule,0.011,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.7565,1
L109482,Agri,Agri-Borrower,IT/ITES,651.0,50000.0,233,9.07,0.429,1.43,0.309,2,5,0,0,0.15,5.3,13.67,151,hit by raw material cost spike and margin pressure,-0.726,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1984,0
L109483,MSME,Business-Owner,IT/ITES,700.0,111786.0,95,6.0,0.541,0.916,0.234,1,2,1,0,0.275,3.2,-9.03,158,continues routine operations this quarter,0.3,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0473,0
L109484,MSME,Business-Owner,Construction,570.0,101492.0,187,12.62,0.307,1.005,0.85,3,6,0,0,0.529,0.9,0.74,7,upgraded by rating agency on strong fundamentals,0.325,FD RENEWAL,DELAYED FILING - MISMATCH IN ITC CLAIM,0.11,0
L109485,Retail-Home,Salaried,Real Estate,767.0,212718.0,115,11.52,0.582,0.988,0.392,1,1,0,0,0.771,2.6,-1.24,73,renews existing supplier agreements,0.143,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.0822,0
L109486,MSME,Business-Owner,IT/ITES,689.0,588041.0,60,13.79,0.438,1.065,0.553,0,4,0,0,0.255,4.7,3.9,154,continues routine operations this quarter,0.075,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.069,0
L109487,MSME,Business-Owner,IT/ITES,703.0,1370320.0,148,11.87,0.068,0.201,1.018,2,7,0,0,0.21,5.8,-8.21,153,secures fresh equity investment round,0.449,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0349,0
L109488,Agri,Agri-Borrower,Healthcare,644.0,213222.0,43,11.63,0.395,0.439,0.352,0,4,0,0,0.506,0.7,7.31,16,hit by raw material cost spike and margin pressure,-0.518,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0947,0
L109489,Agri,Agri-Borrower,Manufacturing,747.0,266246.0,239,11.59,0.347,1.637,0.579,1,3,0,0,0.303,0.3,7.25,123,files regular GST returns on schedule,0.14,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0348,0
L109490,Retail-Auto,Self-Employed,Hospitality,796.0,387884.0,166,8.17,0.498,0.881,0.577,1,1,0,0,0.756,1.6,16.5,100,wins large government infrastructure contract,0.732,FD RENEWAL,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0154,0
L109491,Agri,Agri-Borrower,Textiles,643.0,182391.0,168,6.0,0.527,1.065,0.562,3,4,0,0,0.184,2.7,3.03,173,sees promoter stake pledge increase sharply,-1.0,FD RENEWAL,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1226,0
L109492,Agri,Agri-Borrower,Hospitality,748.0,700529.0,17,8.84,0.204,1.219,0.779,1,2,0,0,0.523,6.2,19.18,137,continues routine operations this quarter,-0.064,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0413,0
L109493,MSME,Business-Owner,Trading,749.0,724736.0,72,8.19,0.486,0.75,0.645,3,6,0,0,0.281,2.2,20.0,179,files regular GST returns on schedule,-0.3,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.1548,0
L109494,Retail-Personal,Salaried,Services,718.0,50000.0,100,11.36,0.331,0.472,0.597,0,2,0,0,0.108,4.7,-4.22,90,upgraded by rating agency on strong fundamentals,0.628,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0121,0
L109495,Retail-Personal,Salaried,Hospitality,831.0,893915.0,91,6.6,0.244,0.353,0.97,2,4,0,0,0.756,4.9,-17.49,140,files regular GST returns on schedule,-0.016,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0708,0
L109496,Retail-Personal,Salaried,IT/ITES,615.0,508859.0,37,10.07,0.567,0.497,0.18,4,7,0,0,0.267,3.3,-24.64,47,reports record quarterly revenue growth,0.572,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0573,0
L109497,Retail-Personal,Salaried,IT/ITES,642.0,588096.0,21,17.29,0.279,0.625,0.253,2,4,0,0,0.407,1.3,13.57,72,files regular GST returns on schedule,-0.064,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.277,1
L109498,Agri,Agri-Borrower,Agriculture,610.0,1619381.0,147,11.28,0.355,0.595,0.534,4,8,0,0,0.0,17.5,-4.27,123,renews existing supplier agreements,-0.034,FD RENEWAL,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1461,0
L109499,Retail-Personal,Salaried,Textiles,745.0,62012.0,107,11.64,0.339,0.385,0.681,2,7,0,1,0.34,21.3,-12.6,52,renews existing supplier agreements,0.3,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.4144,0
L109500,MSME,Business-Owner,Textiles,655.0,111186.0,66,11.55,0.427,1.268,0.54,2,7,1,0,0.398,8.8,-3.42,33,renews existing supplier agreements,-0.031,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0758,0
L109501,MSME,Business-Owner,Trading,617.0,409518.0,146,12.14,0.548,1.489,0.385,3,6,0,0,0.475,1.9,-10.19,104,renews existing supplier agreements,0.3,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.04,0
L109502,MSME,Business-Owner,Textiles,830.0,50000.0,237,9.92,0.591,0.526,0.866,0,2,1,0,0.426,6.8,14.49,166,flags working capital stress in latest filing,-0.562,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.5023,0
L109503,Retail-Personal,Salaried,Textiles,843.0,350524.0,228,11.0,0.486,0.215,0.753,0,0,1,0,0.106,9.9,-7.39,3,expands operations with new manufacturing unit,0.824,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0551,0
L109504,MSME,Business-Owner,Construction,650.0,1122054.0,212,9.87,0.097,0.924,0.4,2,2,0,0,0.2,3.6,7.79,130,files regular GST returns on schedule,0.157,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0339,0
L109505,MSME,Business-Owner,Construction,557.0,684403.0,73,7.02,0.569,1.506,0.96,4,10,4,0,0.24,5.1,12.49,134,files regular GST returns on schedule,-0.068,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.8559,1
L109506,MSME,Business-Owner,Healthcare,848.0,482576.0,50,15.02,0.44,0.368,0.446,0,1,1,0,0.337,0.8,-4.78,18,reports record quarterly revenue growth,0.899,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0116,0
L109507,Retail-Personal,Salaried,IT/ITES,722.0,342492.0,67,8.85,0.515,0.379,0.482,1,3,1,0,0.219,0.4,3.75,84,files regular GST returns on schedule,0.013,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0542,0
L109508,MSME,Business-Owner,Agriculture,718.0,276328.0,82,16.3,0.305,0.0,0.168,2,9,0,0,0.341,9.2,10.98,51,continues routine operations this quarter,0.116,GST PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1017,0
